car,displacement,cylinders,mileage,fuel_capacity,fuel_type,height,length,width,body_type,doors,power,torque,seating_capacity,wheelbase,price,bts
Toyota Innova Crysta 2.4 Vx 7 Str,2393,4,15.0,55.0,2,1795.0,4735.0,1830.0,3,5,147.95,343,7,2750,1927000,MUV
Toyota Innova Crysta 2.4 Gx 8 Str,2393,4,15.4,55.0,2,1795.0,4735.0,1830.0,3,5,147.95,343,8,2750,1610000,MUV
Toyota Innova Crysta 2.4 Vx 8 Str,2393,4,15.4,55.0,2,1795.0,4735.0,1830.0,3,5,147.95,343,8,2750,1932000,MUV
Toyota Innova Crysta 2.4 Zx 7 Str,2393,4,15.1,55.0,2,1795.0,4735.0,1830.0,3,5,147.95,343,7,2750,2113000,MUV
Toyota Innova Crysta 2.7 Gx At 8 Str,2694,4,10.83,55.0,1,1795.0,4735.0,1830.0,3,5,163.73,245,8,2750,1620000,MUV
Toyota Innova Crysta 2.7 Gx At 7 Str,2694,4,10.83,55.0,1,1795.0,4735.0,1830.0,3,5,163.73,245,7,2750,1615000,MUV
Toyota Innova Crysta 2.7 Zx At 7 Str,2393,4,10.75,55.0,1,1795.0,4735.0,1830.0,3,5,161.76,245,7,2750,2103000,MUV
Toyota Innova Crysta 2.7 Vx 7 Str,2393,4,11.25,55.0,1,1795.0,4735.0,1830.0,3,5,147.95,343,7,2750,1807000,MUV
Toyota Innova Crysta 2.7 Gx Mt 7 Str,2755,4,11.25,55.0,1,1795.0,4735.0,1830.0,3,5,171.62,360,7,2750,1493000,MUV
Toyota Innova Crysta 2.7 Gx Mt 8 Str,2755,4,11.25,55.0,1,1795.0,4735.0,1830.0,3,5,171.62,360,8,2750,1498000,MUV
Toyota Innova Crysta Touring Sport 2.4 Vx 7 Str,2393,4,15.0,55.0,2,1795.0,4735.0,1830.0,3,5,147.95,343,7,2750,2097000,MUV
Toyota Innova Crysta Touring Sport 2.7 Vx 7 Str,2393,4,11.25,55.0,1,1795.0,4735.0,1830.0,3,5,163.73,245,7,2750,1892000,MUV
Toyota Innova Crysta Touring Sport 2.7 Zx At 7 Str,2694,4,10.75,55.0,1,1795.0,4735.0,1830.0,3,5,163.73,245,7,2750,2171000,MUV
Toyota Innova Crysta 2.4 G Plus 7 Str,2393,4,15.4,55.0,2,1795.0,4735.0,1830.0,3,5,147.95,343,7,2750,1592000,MUV
Toyota Innova Crysta 2.4 G Plus 8 Str,2393,4,15.1,55.0,2,1795.0,4735.0,1830.0,3,5,147.95,343,8,2750,1587000,MUV
Jeep Compass 1.4 Limited At,1368,6,16.3,60.0,1,1640.0,4395.0,1818.0,4,5,159.78,250,5,2636,1996000,SUV
Jeep Compass 1.4 Sport,1368,6,16.3,60.0,1,1640.0,4395.0,1818.0,4,5,159.78,250,5,2636,1560000,SUV
Jeep Compass 1.4 Limited (O) At,1368,6,14.1,60.0,1,1640.0,4395.0,1818.0,4,5,159.78,250,5,2636,2055000,SUV
Jeep Compass 2.0 Sport,1956,6,17.1,60.0,2,1640.0,4395.0,1818.0,4,5,170.63,350,5,2636,1661000,SUV
Jeep Compass 2.0 Longitude,1956,6,17.1,60.0,2,1640.0,4395.0,1818.0,4,5,170.63,350,5,2636,1803000,SUV
Jeep Compass 2.0 Longitude (O),1956,6,17.1,60.0,2,1640.0,4395.0,1818.0,4,5,170.63,350,5,2636,1888000,SUV
Jeep Compass 2.0 Limited,1956,6,17.1,60.0,2,1640.0,4395.0,1818.0,4,5,170.63,350,5,2636,1973000,SUV
Jeep Compass 2.0 Limited (O),1956,6,17.1,60.0,2,1640.0,4395.0,1818.0,4,5,170.63,350,5,2636,2022000,SUV
Jeep Compass 2.0 Limited 4X4,1956,6,16.3,60.0,2,1640.0,4395.0,1818.0,4,5,170.63,350,5,2636,2151000,SUV
Jeep Compass 2.0 Limited (O) 4X4,1956,6,16.3,60.0,2,1640.0,4395.0,1818.0,4,5,170.63,350,5,2636,2199000,SUV
Jeep Compass 1.4 Limited Plus At Petrol,1368,6,16.3,60.0,1,1640.0,4395.0,1818.0,4,5,159.78,250,5,2636,2167000,SUV
Jeep Compass 2.0 Limited Plus 4X2 Diesel,1956,6,17.1,60.0,2,1640.0,4395.0,1818.0,4,5,170.63,350,5,2636,2133000,SUV
Jeep Compass 2.0 Limited Plus 4X4 Diesel,1956,6,16.3,60.0,2,1640.0,4395.0,1818.0,4,5,170.63,350,5,2636,2311000,SUV
Jeep Compass 2.0 Sport Plus,1956,6,17.1,60.0,2,1640.0,4395.0,1818.0,4,5,170.63,350,5,2636,1699000,SUV
Jeep Compass 1.4 Sport Plus,1368,6,16.3,60.0,1,1640.0,4395.0,1818.0,4,5,159.78,250,5,2636,1599000,SUV
Jeep Compass 1.4 Longitude (O) At,1368,6,14.1,60.0,1,1640.0,4395.0,1818.0,4,5,160.77,250,5,2636,1900000,SUV
Jeep Compass 1.4 Limited (O) At Petrol Black Pack,1368,6,16.3,60.0,1,1640.0,4395.0,1818.0,4,5,159.78,250,5,2636,2070000,SUV
Jeep Compass 2.0 Limited (O) Black Pack,1956,6,17.1,60.0,2,1640.0,4395.0,1818.0,4,5,170.63,350,5,2636,2036300,SUV
Jeep Compass 2.0 Limited (O) 4X4 Black Pack,1956,6,16.3,60.0,2,1640.0,4395.0,1818.0,4,5,170.63,350,5,2636,2214000,SUV
Jeep Compass 2.0 Limited Plus 4X4 At,1956,6,17.1,60.0,2,1640.0,4395.0,1818.0,4,5,170.63,350,5,2636,2499000,SUV
Jeep Compass 2.0 Longitude 4X4 At,1956,6,17.1,60.0,2,1640.0,4395.0,1818.0,4,5,170.63,350,5,2636,2196000,SUV
Toyota Corolla Altis G Petrol,1798,4,16.7,55.0,1,1475.0,4620.0,1775.0,5,4,138.08,173,5,2700,1645000,Sed
Toyota Corolla Altis G At Petrol,1798,4,16.7,55.0,1,1475.0,4620.0,1775.0,5,4,138.08,173,5,2700,1806000,Sed
Toyota Corolla Altis Gl Petrol,1798,4,16.7,55.0,1,1475.0,4620.0,1775.0,5,4,138.08,173,5,2700,1882000,Sed
Toyota Corolla Altis Gl Diesel,1364,4,21.0,43.0,2,1475.0,4620.0,1775.0,5,4,86.8,205,5,2700,1936000,Sed
Toyota Corolla Altis G Diesel,1364,4,21.0,43.0,2,1475.0,4620.0,1775.0,5,4,86.8,205,5,2700,1771000,Sed
Toyota Corolla Altis Vl At Petrol,1798,4,16.7,55.0,1,1475.0,4620.0,1775.0,5,4,138.08,173,5,2700,2019000,Sed
Honda Civic 1.8 V Cvt,1799,4,16.5,47.0,1,1433.0,4656.0,1799.0,5,4,139.07,174,5,2700,1793900,Sed
Honda Civic 1.8 Vx Cvt,1799,4,16.5,47.0,1,1433.0,4656.0,1799.0,5,4,139.07,174,5,2700,1944900,Sed
Honda Civic 1.8 Zx Cvt,1799,4,16.8,47.0,1,1433.0,4656.0,1799.0,5,4,139.07,174,5,2700,2124900,Sed
Honda Civic 1.6 Vx Mt,1597,4,26.8,47.0,2,1433.0,4656.0,1799.0,5,4,118.36,300,5,2700,2054900,Sed
Honda Civic 1.6 Zx Mt,1597,4,26.8,47.0,2,1433.0,4656.0,1799.0,5,4,118.36,300,5,2700,2234900,Sed
Skoda Superb Style 1.8 Tsi Mt,1798,4,14.12,66.0,1,1483.0,4861.0,1864.0,5,4,177.54,320,5,2841,2599599,Sed
Skoda Superb Style 1.8 Tsi At,1798,4,14.67,66.0,1,1483.0,4861.0,1864.0,5,4,177.54,250,5,2841,2779599,Sed
Skoda Superb L & K 1.8 Tsi At,1798,4,13.7,66.0,1,1483.0,4861.0,1864.0,5,4,177.54,250,5,2841,3099599,Sed
Skoda Superb L & K 2.0 Tdi At,1968,4,18.19,66.0,2,1483.0,4861.0,1864.0,5,4,174.58,350,5,2841,3349599,Sed
Skoda Superb Style 2.0 Tdi At,1968,4,18.19,66.0,2,1483.0,4861.0,1864.0,5,4,174.58,350,5,2841,3029599,Sed
Skoda Superb Corporate Edition 1.8 Tsi At,1798,4,14.67,66.0,1,1483.0,4861.0,1864.0,5,4,177.54,250,5,2841,2599599,Sed
Skoda Superb Corporate Edition 2.0 Tdi At,1968,4,18.19,66.0,2,1483.0,4861.0,1864.0,5,4,174.58,350,5,2841,2849599,Sed
Volvo V40 Kinetic,1984,5,16.81,60.0,2,1420.0,4369.0,2041.0,1,5,147.95,350,5,2647,2769000,Hat
Volvo V40 R Design,1984,5,16.81,60.0,2,1420.0,4369.0,2041.0,1,5,147.95,350,5,2647,3191000,Hat
Toyota Fortuner 2.8 4X2 At,2755,4,12.9,80.0,2,1835.0,4795.0,1855.0,4,5,174.58,450,7,2745,3205000,SUV
Toyota Fortuner 2.8 4X2 Mt,2755,4,14.24,80.0,2,1835.0,4795.0,1855.0,4,5,174.58,420,7,2745,3019000,SUV
Toyota Fortuner 2.8 4X4 Mt,2755,4,14.24,80.0,2,1835.0,4795.0,1855.0,4,5,174.58,420,7,2745,3216000,SUV
Toyota Fortuner 2.8 4X4 At,2755,4,12.9,80.0,2,1835.0,4795.0,1855.0,4,5,174.58,450,7,2745,3395000,SUV
Toyota Fortuner 2.7 4X2 At,2694,4,10.26,80.0,1,1835.0,4795.0,1855.0,4,5,163.73,245,7,2745,2977000,SUV
Toyota Fortuner 2.7 4X2 Mt,2694,4,10.01,80.0,1,1835.0,4795.0,1855.0,4,5,163.73,245,7,2745,2818000,SUV
Toyota Fortuner Trd Celebratory Edition,2755,4,12.9,80.0,2,1835.0,4795.0,1855.0,4,5,174.58,450,7,2745,3420000,SUV
Ford Endeavour 3.2L 4X4 At Titanium Plus,3198,5,10.91,80.0,2,1837.0,4903.0,1869.0,4,5,197.26,470,7,2850,3470000,SUV
Ford Endeavour 2.2L 4X2 At Titanium Plus,2198,4,12.62,80.0,2,1837.0,4903.0,1869.0,4,5,157.81,385,7,2850,3233000,SUV
Ford Endeavour 2.2L 4X2 Mt Titanium,2198,4,12.62,80.0,2,1837.0,4903.0,1869.0,4,5,157.81,385,7,2850,2920000,SUV
Skoda Kodiaq Scout 2.0 Tdi At,1968,4,16.25,63.0,2,1665.0,4697.0,1882.0,4,5,145.98,340,7,2791,3399000,SUV
Bmw X1 Sdrive20D Expedition,1995,4,20.68,51.0,2,1612.0,4439.0,2060.0,12,5,187.4,400,5,2670,3520000,"Cro,SUV"
Bmw X1 Sdrive20D Xline,1995,4,20.68,51.0,2,1612.0,4439.0,2058.0,13,5,187.4,400,5,2670,3930000,"SUV,Cro"
Bmw X1 Xdrive20D M Sport,1995,4,20.68,51.0,2,1612.0,4439.0,2058.0,13,5,187.4,400,5,2670,4570000,"SUV,Cro"
Bmw X1 Sdrive20D M Sport,1995,4,17.05,61.0,2,1545.0,4477.0,2058.0,4,5,184.44,400,5,2760,4240000,SUV
Bmw X1 Sdrive20I Xline,1998,4,16.3,51.0,1,1612.0,4439.0,1821.0,12,5,189.37,280,5,2670,3830000,"Cro,SUV"
Volvo S60 Momentum,1984,5,21.7,67.5,2,1484.0,4635.0,1865.0,5,4,178.52,400,5,2776,3850500,Sed
Bmw 3-Series 320D Sport,1995,4,19.62,40.0,2,1429.0,4633.0,1811.0,5,5,187.4,400,5,2810,4140000,Sed
Bmw 3-Series 320D Luxury Line,1995,4,19.62,40.0,2,1429.0,4633.0,1811.0,5,5,187.4,400,5,2810,4690000,Sed
Bmw 3-Series 330I M Sport,1998,4,16.13,59.0,1,1429.0,4633.0,1811.0,5,5,254.47,400,5,2810,4790000,Sed
Volvo S60 Cross Country D4,2400,5,19.6,67.0,2,1539.0,4637.0,2097.0,14,4,187.4,420,4,2774,4426500,"Sed,Cro"
Audi Q5 35 Tdi Premium Plus,1968,4,16.9,64.0,2,1608.0,4388.0,1831.0,4,5,187.4,400,5,2603,5021200,SUV
Audi Q5 35 Tdi Technology,1968,4,15.73,64.0,2,1608.0,4388.0,1831.0,4,5,187.4,400,5,2603,5621200,SUV
Audi Q5 45 Tfsi Premium Plus,1984,6,12.44,70.0,1,1659.0,4663.0,1898.0,4,5,244.61,370,5,2807,5021200,SUV
Audi Q5 45 Tfsi Technology,1984,6,12.44,70.0,1,1659.0,4663.0,1898.0,4,5,244.61,370,5,2807,5621200,SUV
Mercedes Benz E-Class E200,1991,4,12.0,80.0,1,1494.0,5063.0,1860.0,5,4,181.48,300,5,3079,5861062,Sed
Mercedes Benz E-Class E350 D,2987,6,14.2,80.0,2,1494.0,5063.0,1860.0,5,4,264.33,620,5,3079,7285332,Sed
Mercedes Benz E-Class E220D,2987,6,14.2,80.0,2,1494.0,5063.0,1860.0,5,4,264.33,620,5,3079,5964321,Sed
Mercedes Benz E-Class E 63 S Amg,5461,8,8.5,80.0,1,1474.0,4879.0,1854.0,5,4,541.49,720,4,2874,15000000,Sed
Mercedes Benz E-Class E200 Expression,1991,4,12.0,80.0,1,1494.0,5063.0,1860.0,5,4,181.48,300,5,3079,5750000,Sed
Mercedes Benz E-Class E200 Exclusive,1991,4,12.0,80.0,1,1494.0,5063.0,1860.0,5,4,181.48,300,5,3079,6150000,Sed
Mercedes Benz E-Class E220D Expression,2987,6,14.2,80.0,2,1494.0,5063.0,1860.0,5,4,264.33,620,5,3079,5850000,Sed
Mercedes Benz E-Class E220D Exclusive,2987,6,14.2,80.0,2,1494.0,5063.0,1860.0,5,4,264.33,620,5,3079,6250000,Sed
Volvo Xc60 Inscription D5,1969,5,18.8,70.0,2,1658.0,4688.0,1902.0,4,5,229.81,480,5,2865,5990000,SUV
Bmw X4 Xdrive20D M Sport X,1995,4,16.4,60.0,2,1621.0,4752.0,1918.0,4,5,185.43,400,5,2864,6060000,SUV
Bmw X4 Xdrive30D M Sport X,2993,6,16.4,68.0,2,1621.0,4752.0,1918.0,4,5,261.37,620,5,2864,6590000,SUV
Bmw X4 Xdrive30I M Sport X,1998,6,13.32,68.0,1,1621.0,4752.0,1918.0,4,5,244.61,350,5,2864,6350000,SUV
Jeep Wrangler Unlimited,1999,4,8.4,85.0,1,1838.0,4882.0,1877.0,4,5,264.33,400,5,3008,6394000,SUV
Bmw Z4 Roadster Sdrive 20I,1998,4,7.6,52.0,1,1304.0,4324.0,2024.0,15,2,194.31,320,2,2470,6490000,"Spo,Con"
Bmw Z4 Roadster M 40I,2998,6,7.6,52.0,1,1304.0,4324.0,1459.0,15,2,335.35,500,2,2470,7890000,"Spo,Con"
Audi Q7 45 Tdi Premium Plus,2967,6,14.75,75.0,2,1740.0,5052.0,1968.0,4,5,245.59,600,7,2994,7221500,SUV
Audi Q7 45 Tdi Technology Pack,2967,6,14.75,75.0,2,1740.0,5052.0,1968.0,4,5,245.59,600,7,2994,8021500,SUV
Audi Q7 40 Tfsi Quattro Premium Plus,1984,6,11.68,75.0,1,1740.0,5052.0,1968.0,4,5,248.55,370,7,2994,6921500,SUV
Audi Q7 45 Tdi Black Styling,2967,6,14.75,75.0,2,1740.0,5052.0,1968.0,4,5,245.59,600,7,2994,8111500,SUV
Land Rover Rover Range Velar 2.0 Petrol R-Dynamic S,1997,4,12.63,65.0,1,1665.0,4797.0,2145.0,4,5,246.58,365,5,2874,7246802,SUV
Mercedes Benz E-Class All Terrain E 220D,1950,6,12.06,80.0,2,1475.0,4933.0,1852.0,4,4,191.35,400,5,3079,7500000,SUV
Volvo Xc90 D5 Inscription,1969,4,17.2,68.0,2,1776.0,4950.0,2140.0,4,5,221.92,470,7,2984,8790000,SUV
Volvo Xc90 D5 Momentum,1969,4,17.2,68.0,2,1776.0,4950.0,2140.0,4,5,221.92,470,7,2984,8090000,SUV
Volvo Xc90 D5 R-Design,1969,4,17.2,68.0,2,1776.0,4950.0,2140.0,4,5,231.79,480,7,2984,8491500,SUV
Land Rover Rover Range Sport 4.4L Sdv8 Hse Diesel,4367,8,11.5,105.0,2,1803.0,4879.0,2220.0,4,5,330.42,740,7,2923,14908985,SUV
Jaguar Xj 3.0L,2993,6,12.9,82.0,2,1457.0,5252.0,1899.0,5,4,270.25,600,5,3157,9738609,Sed
Jaguar Xj 3.0L Portfolio,2993,6,12.9,83.0,2,1457.0,5252.0,1899.0,5,4,270.25,600,5,3157,10725145,Sed
Jaguar Xj 50,2993,6,12.9,82.0,2,1460.0,5255.0,1899.0,5,4,297.87,689,5,3157,11129599,Sed
Porsche Cayenne Turbo,3996,6,16.2,90.0,1,1673.0,4926.0,1983.0,4,5,542.48,770,5,2895,19210000,SUV
Toyota Land Cruiser Vx,4461,8,9.0,93.0,2,1910.0,4950.0,1980.0,4,5,261.37,650,7,2850,14699000,SUV
Audi Rs7 Sportback,3993,8,9.8,75.0,1,1419.0,5012.0,1911.0,10,4,552.34,700,4,2915,17072000,"Sed,Cou"
Land Rover Rover Range 5.0L V8 Autobiography Petrol,4999,8,9.6,105.0,1,1877.0,4999.0,2034.0,4,5,510.91,625,7,2922,26037526,SUV
Land Rover Rover Range 5.0L V8 Svautobiography Dynamic Petrol,4999,8,9.6,105.0,1,1827.0,4999.0,2220.0,4,5,550.37,700,5,2922,32522000,SUV
Land Rover Rover Range 3.0L V6 Vogue Lwb Petrol,2995,6,11.6,85.0,1,1840.0,5199.0,2220.0,4,5,330.42,450,7,3120,19527130,SUV
Land Rover Rover Range 5.0L V8 Svautobiography Lwb Petrol,4999,8,10.0,65.0,1,1835.0,4999.0,2220.0,4,4,550.37,700,5,2922,40499548,SUV
Land Rover Rover Range 3.0L V6 Vogue Se Lwb Petrol,2995,6,11.6,85.0,1,1840.0,5199.0,2220.0,4,5,330.42,450,7,3120,21398758,SUV
Maserati Grancabrio Standard,4691,8,9.8,75.0,1,1353.0,4881.0,2056.0,9,2,443.84,510,4,2942,19865675,Con
Mercedes Benz Amg-Gt S,3982,8,7.8,75.0,1,1288.0,4546.0,1939.0,7,2,503.02,650,2,2630,21583466,Cou
Mercedes Benz Amg-Gt R,3982,8,7.8,75.0,1,1284.0,4551.0,2007.0,7,2,577.0,700,2,2630,23264134,Cou
Mercedes Benz Amg-Gt Roadster,3982,8,7.8,75.0,1,1259.0,4544.0,1939.0,7,2,469.49,630,2,2630,22733626,Cou
Lamborghini Huracan Lp 610-4,5204,10,10.6,90.0,1,1165.0,4459.0,1924.0,7,2,601.66,560,2,2620,37133704,Cou
Lamborghini Huracan Lp 580-2,5204,10,11.24,90.0,1,1165.0,4459.0,1924.0,7,2,572.07,540,2,2620,32452486,Cou
Lamborghini Huracan Avio,5204,10,8.0,90.0,1,1165.0,4459.0,1924.0,7,2,601.66,560,2,2620,35150732,Cou
Lamborghini Huracan Performante,5204,10,10.6,90.0,1,1165.0,4459.0,1924.0,7,2,630.26,600,2,2620,37614126,Cou
Lamborghini Huracan Lp 580-2 Spyder,5204,10,11.24,90.0,1,1165.0,4459.0,1924.0,7,2,563.19,540,2,2620,35535000,Cou
Lamborghini Huracan Lp 610-4 Spyder,5204,10,10.6,90.0,1,1165.0,4459.0,1924.0,7,2,593.76,560,2,2620,40742932,Cou
Lamborghini Huracan Evo,5204,10,10.6,90.0,1,1165.0,4459.0,1924.0,7,2,622.37,600,2,2620,37300000,Cou
Lamborghini Huracan Evo Rwd,5204,10,10.6,90.0,1,1165.0,4520.0,1933.0,7,2,601.66,560,2,2620,32200000,Cou
Ferrari 488 Gtb Std,3902,8,5.5,78.0,1,1213.0,4568.0,1952.0,7,2,660.83,760,2,2650,36761413,Cou
Ferrari 488 Gtb Spider,3902,8,5.5,78.0,1,1213.0,4568.0,1952.0,7,2,660.83,760,2,2650,39319552,Cou
Ferrari Gtc4 Lusso V8 T,3900,8,5.5,91.0,1,1383.0,4922.0,1980.0,7,2,601.66,760,4,2990,42000000,Cou
Ferrari Gtc4 Lusso V12,6262,8,5.5,91.0,1,1383.0,4922.0,1980.0,7,2,671.68,697,4,2990,52000000,Cou
Lamborghini Aventador Lp 700-4,6498,12,5.0,90.0,1,1136.0,4780.0,2030.0,9,2,690.42,690,2,2700,47893943,Con
Lamborghini Aventador Lp700-4 Roadster,6498,12,8.8,90.0,1,1136.0,4780.0,2030.0,9,2,690.42,690,2,2700,53210327,Con
Lamborghini Aventador S,6498,12,5.0,90.0,1,1136.0,4797.0,2030.0,7,2,729.88,690,2,2700,47467700,Cou
Rolls-Royce Dawn Convertible,6598,12,7.9,80.0,1,1502.0,5285.0,1947.0,9,2,563.19,780,4,3112,59216193,Con
Rolls-Royce Drophead Coupe Phantom,6749,12,9.8,100.0,1,1638.0,5842.0,1990.0,9,2,446.8,720,4,3570,83755383,Con
Maruti Suzuki Omni 5 Str Bs-Iv,796,3,16.8,35.0,1,1640.0,3370.0,1410.0,2,5,33.53,59,5,1840,282778,MPV
Maruti Suzuki Omni E 8 Str Bs-Iv,796,3,16.8,36.0,1,1640.0,3370.0,1410.0,2,5,33.53,59,8,1840,284485,MPV
Datsun Datsun Datsun D,1198,3,20.6,35.0,1,1507.0,3995.0,1635.0,2,5,67.07,104,7,2450,412292,MPV
Datsun Datsun Datsun T,1198,3,20.6,35.0,1,1507.0,3995.0,1635.0,2,5,67.07,104,7,2450,552656,MPV
Datsun Datsun Datsun T (O),1198,3,20.6,35.0,1,1507.0,3995.0,1635.0,2,5,67.07,104,7,2450,574448,MPV
Datsun Datsun Datsun A (O),1198,3,20.6,35.0,1,1507.0,3995.0,1635.0,2,5,67.07,104,7,2450,555196,MPV
Datsun Datsun Datsun A,1198,3,20.6,35.0,1,1507.0,3995.0,1635.0,2,5,67.07,104,7,2450,500575,MPV
Datsun Datsun Datsun T Vdc,1198,3,20.6,35.0,1,1507.0,3995.0,1635.0,2,5,67.07,104,7,2450,593361,MPV
Datsun Datsun Datsun T (O) Vdc,1198,3,20.6,35.0,1,1507.0,3995.0,1635.0,2,5,67.07,104,7,2450,615153,MPV
Datsun Datsun Datsun T Cvt,1198,3,20.6,35.0,1,1507.0,3995.0,1635.0,2,5,76.93,104,7,2450,658361,MPV
Datsun Datsun Datsun T (O) Cvt,1198,3,20.6,35.0,1,1507.0,3995.0,1635.0,2,5,76.93,104,7,2450,680153,MPV
Fiat Punto Evo Pure 1.2L Fire Dynamic,1172,4,15.0,45.0,1,1525.0,3987.0,1687.0,1,5,67.07,96,5,2510,482330,Hat
Fiat Punto Evo Pure 1.3,1248,4,20.0,45.0,2,1525.0,3989.0,1687.0,1,5,73.97,197,5,2510,575947,Hat
Ford Figo Ambiente 1.2 Ti-Vct,1194,4,20.4,42.0,1,1525.0,3941.0,1704.0,1,5,94.69,120,5,2490,523000,Hat
Ford Figo Ambiente 1.5 Tdci,1498,4,25.5,40.0,2,1525.0,3941.0,1704.0,1,5,98.63,215,5,2490,623000,Hat
Ford Figo Titanium 1.2 Ti-Vct,1196,4,20.4,42.0,1,1525.0,3941.0,1704.0,1,5,94.69,120,5,2490,599900,Hat
Ford Figo Titanium1.5 Tdci,1498,4,25.5,40.0,2,1525.0,3941.0,1704.0,1,5,98.63,215,5,2490,699900,Hat
Ford Figo Titanium Blu 1.2 Ti-Vct,1194,4,20.4,42.0,1,1525.0,3941.0,1704.0,1,5,94.69,120,5,2490,664900,Hat
Ford Figo Titanium Blu 1.5 Tdci,1498,4,25.5,40.0,2,1525.0,3941.0,1704.0,1,5,98.63,215,5,2490,764900,Hat
Maruti Suzuki Baleno 1.3 Delta,1248,4,27.39,37.0,2,1510.0,3995.0,1745.0,1,5,73.97,190,5,2520,746621,Hat
Maruti Suzuki Baleno 1.3 Alpha,1248,4,27.39,37.0,2,1500.0,3995.0,1745.0,1,5,73.97,190,5,2520,868221,Hat
Maruti Suzuki Baleno 1.3 Sigma,1248,4,27.39,37.0,2,1500.0,3995.0,1745.0,1,5,73.97,190,5,2520,668611,Hat
Maruti Suzuki Baleno 1.3 Zeta,1248,4,27.39,37.0,2,1500.0,3995.0,1745.0,1,5,73.97,190,5,2520,807921,Hat
Maruti Suzuki Baleno 1.2 Alpha,1197,4,21.4,37.0,1,1510.0,3995.0,1745.0,1,5,81.86,115,5,2520,758212,Hat
Maruti Suzuki Baleno 1.2 Alpha Cvt,1197,4,21.4,37.0,1,1510.0,3995.0,1745.0,1,5,81.86,115,5,2520,890212,Hat
Maruti Suzuki Baleno 1.2 Delta,1197,4,21.4,37.0,1,1510.0,3995.0,1745.0,1,5,81.86,115,5,2520,636612,Hat
Maruti Suzuki Baleno 1.2 Delta Cvt,1197,4,21.04,37.0,1,1510.0,3995.0,1745.0,1,5,81.86,115,5,2520,768612,Hat
Maruti Suzuki Baleno 1.2 Sigma,1197,4,21.4,37.0,1,1510.0,3995.0,1745.0,1,5,81.86,115,5,2520,558602,Hat
Maruti Suzuki Baleno 1.2 Zeta,1197,4,21.4,37.0,1,1510.0,3995.0,1745.0,1,5,81.86,115,5,2520,697912,Hat
Maruti Suzuki Baleno 1.2 Delta Dualjet,1197,4,21.4,37.0,1,1510.0,3995.0,1745.0,1,5,81.86,115,5,2520,733412,Hat
Maruti Suzuki Baleno 1.2 Zeta Dualjet,1197,4,21.4,37.0,1,1510.0,3995.0,1745.0,1,5,81.86,115,5,2520,789912,Hat
Maruti Suzuki Baleno 1.2 Zeta Cvt,1197,4,21.04,37.0,1,1510.0,3995.0,1745.0,1,5,81.86,115,5,2520,829912,Hat
Hyundai Grand I10 1.2 Kappa Vtvt Magna,1197,4,18.9,43.0,1,1520.0,3765.0,1660.0,1,5,81.86,114,5,2425,586428,Hat
Hyundai Grand I10 1.2 Kappa Vtvt Sportz,1197,4,19.77,43.0,1,1520.0,3765.0,1660.0,1,5,81.86,114,5,2425,620637,Hat
Hyundai Grand I10 1.2 Kappa Vtvt Magna At,1197,4,17.49,43.0,1,1520.0,3765.0,1660.0,1,5,81.86,114,5,2425,652328,Hat
Hyundai Grand I10 1.2 Kappa Vtvt Sportz At,1197,4,17.49,43.0,1,1520.0,3765.0,1660.0,1,5,81.86,114,5,2425,705538,Hat
Hyundai Grand I10 1.2 Kappa Vtvt Sportz Dual Tone,1197,4,19.77,43.0,1,1520.0,3765.0,1660.0,1,5,81.86,114,5,2425,640537,Hat
Fiat Linea Classic 1.3 Multijet,1248,4,19.5,45.0,2,1487.0,4560.0,1730.0,5,4,74.96,197,5,2603,751203,Sed
Fiat Linea Classic 1.4,1368,4,14.9,45.0,1,1487.0,4560.0,1730.0,5,4,88.77,115,5,2603,646336,Sed
Fiat Linea Classic Plus 1.3 Multijet,1248,4,19.5,45.0,2,1487.0,4560.0,1730.0,5,4,74.96,197,5,2603,808558,Sed
Nissan Sunny Xe Petrol,1498,4,16.95,41.0,1,1515.0,4455.0,1695.0,5,4,97.65,134,5,2600,707025,Sed
Nissan Sunny Xl Petrol,1498,4,16.95,41.0,1,1515.0,4455.0,1695.0,5,4,97.65,134,5,2600,836461,Sed
Nissan Sunny Xl Diesel,1461,4,22.71,41.0,2,1515.0,4455.0,1695.0,5,4,84.82,200,5,2600,912534,Sed
Nissan Sunny Xv Diesel,1461,4,22.71,41.0,2,1515.0,4455.0,1695.0,5,4,84.82,200,5,2600,993997,Sed
Nissan Sunny Xe Diesel,1461,4,22.71,41.0,2,1515.0,4455.0,1695.0,5,4,84.82,200,5,2600,860997,Sed
Nissan Sunny Xv Cvt,1498,4,17.97,41.0,1,1515.0,4455.0,1695.0,5,4,99.62,134,5,2600,993997,Sed
Nissan Sunny Special Edition Diesel,1461,4,22.71,41.0,2,1515.0,4455.0,1695.0,5,4,84.82,200,5,2600,877285,Sed
Maruti Suzuki Ertiga Lxi,1462,4,19.34,45.0,1,1690.0,4395.0,1735.0,2,5,101.59,138,7,2740,759000,MPV
Maruti Suzuki Ertiga Zxi,1462,4,19.34,45.0,1,1685.0,4265.0,1695.0,2,5,102.58,138,7,2740,917000,MPV
Maruti Suzuki Ertiga Vxi At,1462,4,18.69,45.0,1,1690.0,4395.0,1735.0,3,5,101.59,130,7,2740,936000,MUV
